,yorum,positivity
5399,urunu uyguladim sorunolmadi fakat sonradan farkli bolgelerinden baloncuk olustu magazadasagolsun uygulamahatasi dedi ilk defa uygulamiyoruzsonucta degisim yapabilirlerdi -1 musteri,1
5400,ekran koruyucu urunu begendim ancak icinden camda olusan hava kabakciklarini temizlemek bant cikmadi islak bez silmek yetmiyor hizli kargoya tesekkurler,1
5401,soyledikleri iz birakmiyor iyi yapisiyor saglam koruyor kaliteli kesinlikle tavsiye ederim baska ucuz uruneÂ  gitmeyin urun kaliteli magazalardan almistim berbatti iyi ,1
5402,urun rezalet ekrana koyunca ekran hassasiyeti azaldi basiyorsun harfler yazmiyor cope atmak zorunda kaldim berbat bi urun param bosa gitti,1
5403,begendim ama icine bant koymayi unutmuslar zor taktim serabantla yapmaya calistimğğ¼,1
5404,kaliteli guzel urun iyi tek sorun kargo berbat,1
5405,iade degisimde gec cevap verip otomatik odetmeye calisiyorlar iphone 6 aldim sag sol tarafi ful kabarcikti yok resim atin yok gec cevap 10 gun ugrastiriyorsar bence vasat,1
5406,saglam gorunuyor korumali 6s aldim tam oturdu ,1
5407,urun telefonun yuzunu tamamen kapatiyor tek sorun jelatin i kaldirir kaldirmaz ufak toz kiz parcalari dikkatimi cekti yapiskandan temizlemesi zor oldu ama disinda sorun yok telefonumun ihtiyaclarini aksesuarlarini magazadan aliyorum zaman problem yasamadim yasasak bile ilgileniyorlar sorunu gideriyorlar gonul rahatligiyla tercih edebilirsiniz,1
5408,urun iphone 6 tam uyumlu,1
5409,super kaliteli koseleri tam dondu dokunmatik guzel faturasiz gondermesi disinda sorun yok,1
5410,super hizli urun gercekten farkini hissettiriyor ,1
5411,urun iz birakmiyor birebir oturuyor saglam tesekkurler,1
5412,yanlis renkte urun yolladilar 2 haftam gitti,1
5413,urun guzel o parayi hak ediyor magazalarda elli tl den satiliyor urun,1
5414,urun gayet iyi sikinti yok,1
5415,gayet kullanisli dokunmatik calisiyor engel olmadi komple kapladi gayet sik duruyor,1
5416,urun telefon ekrani korumak adina mantikli alinabilecekler arasinda,1
5417,ğ,1
5418,gelmeyen urunun neyini begenelim ,1
5419,urun goruntude gordugum uygulamayi aksam yapacam yeni geldi olumsuz olursa buraya tekrar yazarim ,1
5420,urun gayet kaliteli ekranada oturuyo gonul rahatligiyla alinabilir okadar aldimki artik yorum yapmak aliskanlik yapti 3 yasinda bebegim ay nerdeyse esimle kaplarimizi kirilyor kaliteli urun telefonuma zarar vermedi tskler kaliteli satici,1
5421,urun fiyatina gore kalitesiz,1
5422,surekli buradan aliyorum memnunum ,1
5423,harika urun urun olmadan telefonu kullanmamak lazim,1
5424,urun anlatildigi kesinlikle tavsiye ederim,1
5425,4 defa aliyorum cabuk kirilmasi disinda sik urun,1
5426,urun iyi kullaniyodum ama mng deyip suratla gelmesi tuhaf ,1
5427,biraz kolay kiriliyor ama estetik olarak guzel bi urun hemde iyi koruyor telefonu,1
5428,urun ihtiyacinizi fazlasi karsilayacaktir telefonuna tam oldu guzel ekrani tam kapliyor dayanikli ,1
5429,iphone 7plus aldim urun gayet iyi tam ekran ancak ilk dususunde kirildi ,1
5430,tavsiye ediyorum,1
5431,urun kusursuz oldukca ozenli paketleme yapilmis telefona uygulamayi yaptim mukemmel oturdu hava kabarcigi yok renk farki yok bire orjinal dusunmeden alin fiyat performans acisindan basarili ucuz urunlere bakmayin pahali urunlere bosa para vermeyin ,1
5432,urunu begendim uygulamasida kolay dusmedigi kirilmazligini bilemiyorum,1
5433,tek kelimeyle pisman olmazsiniz aldim memnun kaldim telefonculara parcalanmayin,1
5434,uygulamasi tam olarak kaplamasi dokunmatigi hicbir sikinti yapmadi guzel be kaliteli bekledgimden kaliteli urunu gordugunuzde anlayacaksiniz ,1
5435,guzel urun guvenilir satici tavsiye ediyorum 2âÑi siparisim,1
5436,fiyatina gore gayet iyi urun tavsiye ederim disarida satilan 50-60 liralik urunlerden iyi alin pisman olmazsiniz ,1
5437,ekran koruyucu anlatildigi guzel tavsiye ederim basarili,1
5438,urun guzel kullanisli ama kirilmaz deil numara para vermeye gerek yok,1
5439,defalarca alis veris yaptim ilgi alakalari alis verisimde memnun birakti bi sorum cevapsiz kalmadi tesekkurlerr ,1
5440,urun basarili teslimat hizli tesekkurler,1
5441,urun anlatildigi gibiydi memnun kaldim saticiya tesekkur ederim ,1
5442,uygun fiyat ilk izlenim olumlu ,1
5443,urun kaliteli telefona tam uyumlu tavsiye ederim,1
5444,basarili urun hizli kargo tesekkurler,1
5445,magaza iletisi kusursuz urunden memnunum goren es dostlara bile siparis verdim o siparis verdim sayisini bilmiyorum pisman olmazsiniz ,1
5446,valla kacinci alisim bilmiyorum syn satici kusura bakmayin taksit taksit siparis veriyom sanmayin goren begeniyo siparis istiyo kesinlikle tavsiye ederim,1
5447,magaza hizli saglam paketleme yapiyor ,1
5448,urunu 6s plus aldim telefonumun ekraniyla tam uyumlu gorunum kalite olarakta iyi duruyor yalniz ekrana uyguladiktan ekranin yerinde kabarciklar olustu yaptiysam gecmeyip gun kendiliginden kayboldu dikkat etmeniz gereken telefonun ekranini iyice temizleyip urunu ekrana gore uygun pozisyona ayarlayip birakmak sonrasinda kendiliginden yapisacaktir kalan kabarciklarda gune kendiliginden kaybolacaktir ,1
5449,urun gercekten iyi ama konusma yaparken ekran isiginda soner urun uzerindeyken kulagindan cektin isigin yanmasi lazim ekran ama yanmiyor biraz kalin geliyor heralde,1
5450,kaliteli bi urun,1
5451,ucuncu kez siparis ediyorum urun gorsellerde gorundugu gibidir saglam kaliteli ,1
5452,urun gayet guzel para vermeye gerek yok tek kotu parmak izi birakmasi parmak izi birakmayan urun yok siparis verdim,1
5453,beklentileri fazlasiyla karsiliyor ,1
5454,gelen urun oldukca kaliteli gorunuyor telefondada guzel sekilde oturdu biraz agirligi ama kaliteli hissi uyandiriyor parasina gore kaliteli urun ğğ»,1
5455,urun numara yildiz,1
5456,10 numara mukemmel otesi urun guzel ama beceremedim keske deneyimli birisine yaptirsaydim begendim urunu,1
5457,urun oldukca iyi ilk takildiginda baloncuk yapabilir israrla bastirarak sac kurutma makinesiyle isitarak tamamen yapismasini saglayabilirsiniz ekranda kesinlikle toz kalmamali kismi zor bugun avm ayni markanin satisi 90âº fiyat verdiler ,1
5458,guzell alin tavsiye ederim,1
5459,iphone7 5 siparisim onceki kullanma deneyimlerim hemen ekrana yapisiyor baloncuk olmuyo 4 5d olanlari tavsiye etmem kalin oluyo kabarcik oluyo 3 d urunu tavsiye ederim,1
5460,hersey mukemmel ,1
5461,urun ekrana tam oturuyor hizli kargo tesekkurler,1
5462,urun denildigi guzel paketleme sorunsuz alisveris tesekkurler takarken dikkat edin iyi takarsaniz ustunde oldugu bile belli olmuyor ğ,1
5463,urun harika guzel olacagini dusunmemistim uygulamasi kolay piyasada 50 tl tereddut etmeden alin tam anlatildigi kaliteli parasini sonuna hakediyor tesekkurler,1
5464,urun gayet guzel uyum sagladi piyasada 40 tl ye satilan urunlerin aynisi ,1
5465,fiyatina gore iyi ,1
5466,urun guzel firma tarafindan gec kargolandi ,1
5467,urunun kalitesi guzel tavsiye ederim tereddut etmeyin arkadaslar numara satici numara urun tesekkur ederim ,1
5468,urun umdugumdan kaliteli fakat magaza iletisimi gec urunu kargolicaz dediler 1 gun kargoladilar ,1
5469,harika fevkalade urun telefonu tamamen kapatiyor baloncuk oluyor sikinti yasatiyor ,1
5470,guzel urun iyi fiyat sorunsuz kargo,1
5471,guzel urun iyi fiyat sorunsuz kargo,1
5472,guzel urun iyi fiyat sorunsuz kargo,1
5473,guzel urun iyi fiyat sorunsuz kargo,1
5474,guzel urun iyi fiyat sorunsuz kargo,1
5475,harika otesi kesinlikle,1
5476,urun telefona harika oturuyor dokunma hassasiyetini kenarlarda biraz azaltiyor ama deger kullanirken verdigi his hos fiyata iyi paketleme ozenliydi tesekkurler,1
5477,urun gayet basarili fakat mendili kuru cikti,1
5478,urun gayet basarili mendili kuru cikti fakat urun iyi,1
5479,4 siparisim telefonun camini guzelce korudugunu test ettim arada baska ekran koruyucular kilcal cizik oluyo urunde yok 1 gunde teslim oldu hizli kargo satici urunu birazdaha ozenli paketlese iyi olur kargoda epey bi ezilip buzulmus urunu tavsiye ederim ğğ»,1
5480,begendim tavsiye ederim ,1
5481,orijinal ekran ekstra ekran oldugu anlasilmiyor,1
5482,guzel urun begendik,1
5483,urunde baloncuk kaliyor ama magaza iyi,1
5484,fiyat olarak uygun ama kotusu denk geldi galiba toz toplayan yapiskanda pakette beklerdim ,1
5485,3 alisverisim iphone7 iphone6 aldim tavsiye ederim urunu ğğ» bos yere 40tl odemeyinn ayni urun,1
5486,telefona tam oluyor mukemmel urun,1
5487,urun kaliteli bire oturdu ekrana sanki goruntu kalitesi degisti telefonun ayrica camin uzeri kaygan hale geldi parmak izi kalmiyor satin almayi dusunen arkadaslara tavsiye olur ,1
5488,urun guzel duruyor ekrani tam kapliyor fakat sag be sol yandaki siyah cerceve 2-3 mm ekrana dogru kayiyor ama sorun degil fiyata guzel urun tavsiye edilir harika urun sifir izÂ  kendime almistim babama aldim super dusunmeden alin,1
5489,iphunun camindan guzel leke yapmamasi orijinal camdanda iyi super urun tavsiye ederim sadece birazcik kalin orta tus biraz cukurda kalmaya basladi ama kalin olmazsa yaramaz kenarlar kivrimlar oturusu mukemmel otesi yapisyirmasi zor ama sok tak yapabilirsiniz alin,1
5490,icinden kalan tozlari almak kullanilan yapiskan bant cikmadi ,1
5491,urun tek seferde problem olmadan yapistirdim hava birakmadi kaliteli urun fiyatiâ gayet uygun ucuz baskalarina gore ,1
5492,ekran koruyucu oldugu belli bile olmuyor dusunmeden alin ,1
5493,urunu begendim iphone 8 aldim ekranda koruma yok kalin cam tam uydu iphone 7 olsa tane siparis ettim iki tane gonderdiler herhalde hediye tesekkurler,1
5494,bekledigim firma iyi fakat kargo sirketi berbat kargomu kaybetmisler farkli bi kargonun kodunu verdiler hala gelecek gelecek,1
5495,urun tek seferde problem olmadan yapistirdim hava birakmadi kaliteli urun fiyati gayet uygun ucuz baskalarina gore ,1
5496,ilk siparisim kirik geldi fakat hemen yenisini gonderdiler urun guzel hava kabarcigida kalmiyor rahatlikla alabilirsiniz ,1
5497,iphone 8 gonderilen urun uzerinde iphone 7 etiketi cihazin boyutlati ayni olabilir bari etiketleri guncelleyin ,1
5498,iphone 7 telefonuma tam oldu yalniz hareket algilayici sensorun yaninda baska olmamasina ragmen ekran koruyucuda o noktada fazladan delik urun birebir oturuyor koruyucu oldugu belli olmuyor guzel ozelligi iz birakmiyor kalite yerinden belli ureten satan arkadaslara tesekkurler,1
5499,surat kargo haricinde sistemde odeme yapip urun elime gecene kadarki surede yavas surat kargo sonradan verdigim siparis elime gecti tabiki getiren surat kargo degildi basarili urun anlatildigi begendim tavsiye ederim,1
5500,urun anlatildigindan guzeldi magaza saglam urun fiyata kesinlikle kacirmayin siparisi verdikten 2 gun geldi gayet ozenli bi paketlemeydi sipariste bi hata oldugu magdur olmamam adina ayni urunden 2 tane gondermisler ikisi gelince digerini sagolsun hediye ettiler artik magaza favorim oldu,1
5501,sorunsuz yapisiyo kaliteli urun,1
5502,tabiki beyendim,1
5503,telefonuma taktim kullaniyorum gayet memnunum,1
5504,tesekkurler urun anlatildigi tesekkurler urun anlatildigi super gorunuyorlar,1
5505,tam oturdu sanki cam yok kadarini beklemiyodum hizli kargo tesekkurler,1
5506,super,1
5507,gercekten kaliteli urun koseleri tam olarak kapatiyor,1
5508,iletisim sifirnmagxa yetersiz begendim basarili ikinci alisim harika bi urun sorunsuz yapisma sik gorunum harika kullanim kaliteyi bozmadigi magazaya ayrica tesekkurler,1
5509,merhabalar urun hizli sekilde geldi telefonun yuzeyini kavisli oldugundan tam kapatiyor sayesinde kirilma badiresi bile atlattim kirildi carpma ama telefona zarar gelmedi bende dogru secim tekrar aldim tam korumali olmasaydi 500 tl tamir ucreti verecektim uretenden allah razi olsun begendigim 2 siparisim gen yaniltmadi tesekkurler ,1
5510,iphone 7 ye aldim 3d kirilmaz cami telefon orjinalinden iyi durdu dusunmeden aldin soyleyeyim baska yerden 3700 tl ye telefon aldim kutusuna konmus sekilde geldi darbeye acik 18 tl ye ekran koruyucu aldim 3 kat havali posete sarilmis olarak geldi guvenle alisveris yapabilirsiniz ayrica magazaya tesekkurler ,1
5511,iphone 7 mukemmel uyum sagladi tesekkur ederim hizli kargo ğğ»,1
5512,urunu 2 kez aliyorum esim ancak kargo firmasi resmen 1 hafta getirdi urunu keske baska firma calissaniz,1
5513,uygulamasi kolay guzel urun tavsiye ederim,1
5514,10 numara urun guzel,1
5515,urun super cuma aksamuzeri verdigim siparis cumartesi sabah elimdeydi inanamadim harika paket kesinlikle tavsiye edilir,1
5516,o degisik model kullandim iyisi buymus pahaliya satilanlardan farki yok tesekkurler ,1
5517,super urun 3d olmayan kirilmaz camlar telefon ekranini tam kaplamadigindan goruntu olarak hos gozukmuyordu 7 aldim kirilmaz cami tam oturdu super gorunumu oldu telefonun 5s duruyordu siyah telefonda kotu duruyor urun tam ekran ekrani duruyor begendim 10 numara 5 yildiz urunu 2 alisim kurulama bezi cikmadi nedense beyaz siyah siparisi vermisim ,1
5518,urun gercekten guzel tavsiye ederim,1
5519,hersey iyi guzel islak mendilin yaninda mikrofiber bez olmali islak telefon canimi silcegiz sildigimiz seyler toz birakiyor anlami kaldi o islak mendilin cam iyi tam oturuyor tek eksik toz birakmayan bez ,1
5520,disarda 90-100 tl olan bi urun ekranin tamamini koruyor hemde telefonun ekranindan guzel goruntu veriyor normal kirilmaz cama disarda 15-20 tl verecegime kesinlikle ,1
5521,hizli teslimat ğğ» iphone 7 aldim telefonun ekran koselerini dahi guzel kapsiyor ilk isim iphone 6 ikinci siparisim olucak ,1
5522,ancak iphone 6 6s plus istedigim urunler 7 7 plus geldi ekran boyutu ayni oldugu sorun olmadi ancak korumanin uzerinde extra delik mevcut keske ozenselerdi ,1
5523,ancak iphone 6 6s plus istedigim urunler 7 7 plus geldi ekran boyutu ayni oldugu sorun olmadi ancak korumanin uzerinde extra delik mevcut keske ozenselerdi ,1
5524,urun kaliteli koseler bombeli telefonun uzerinde yok diyebilirim uygulamayi kendim yaptim kolay sekilde uygulandi paket nemli temizleme mendili ayrica bezle toz kalmasi ozen gostermenizi tavsiye ederim fiyatin uygun olamsi paket bez yoktu makul karsiliyorum ayni urun magazalar 90 tl kaliteli urun tesekkurler hersey iyi guzel ama mng kargo kotu kargo firmasi yok lutfen calismayin sirketle magazada bekletiolar kargolari 3-5 gun,1
5525,ayni urunun farkli renginden aldim digerini aylardir kullaniyorum herhangi bi asinma olmadi oldukca basarili urun tavsiye ederim ,1
5526,urun guzel ancak cam degil mika tarzi plastik olanlardan cam yaziyor cam sanmistim,1
5527,urunu begendim ,1
5528,bekledigimden ust seviyede dikkatli yapistirmaniz gerekiyor gayet basarili urun,1
5529,urun anlatildigi uygulamasi gayet kolay piyasada bulunan pahalilarida kullandim gereksiz paraymis gayet iyi sadece urun ekstra kutuya konulmaliydi kargoda zarar gorebilir tavsiye ,1
5530,urun guzel kez tam oturtamama ragmen soku tekrar taktigimda problem olmadi montaji zor degil begendim aldigima degdi,1
5531,urun gercekten kaliteli duruyor uygulandigin yok begendim yalniz uygularken kucuk baloncuk kaldi tus tarafi milimetrik sola kaydi ama ragmen tatmin edici urun ,1
5532,urun iyi fakat surat kargo kotu istanbul avrupa yakasi ici 2 gunde geldi subeler arasi gitti geldi,1
5533,ufak 2 adet cizik haricinde baska problem yok,1
5534,urun anlatildigi gayet guzel tam kapliyor yeni takacak olan arkadaslar biraz zorlayici olabilir paketlemeye bayildim karton kutunun sapasaglam gelmis tesekkurler,1
5535,icinden cikan mendili kullanmadiktan sorun yasamazsiniz urun ekranin tamamini kapliyor memnun kaldim ana kullandiklarim arasinda iyisi diyebilirim,1
5536,urunu tavsiye ederim gayet kaliteli camindan guzel korunakli kesinlikle alin ,1
5537,kargoya verildi 2 gun geldi tebrikler,1
5538,kesinlikle tavsiye ederim,1
5539,urun guzel kaliteli sik ama zor yapistirdim ilk defa yaptim sorun yok tozsuz ortamda yapistirirsaniz harika olur guzel urun,1
5540,telefonun camindan parlak sik,1
5541,urun genel olarak guzel ekran koruyucu yokmus gorunuyor cihaz fakat temizleme mendili bildigin islak mendilden kalitesiz kuru mendil yok disinda urun guzel ,1
5542,urun gercekten kaliteli uygulamasida biraz dikkat ederseniz kolay magazaya tesekkur ediyorum parasinin karsiligi urundu ,1
5543,gelen urun kaliteliydi telefonun camindan sik parlak duruyor,1
5544,urunun paketlemesi ozenle yapilmis ayrica ertesi gun hemen elime gecti kutu icinden cikan nano bez toz birakiyor tavsiyem gozluk bezi kullanin uygulamaya gecin kenarlarda milim bosluk kalsa onemli degil hissedilmiyor cam kayganligi super parmak izi birakmiyor 70-100 lira verip pahali camlardan almaniza gerek yok alin yeter ,1
5545,tam oturdu hava kalmadi kirilmasin kat kat sarmislar tesekkurler ,1
5546,iki adet aldim ekran gerektigi kaygan iyi oturuyor kirik cikti mesajla iletisim kurdum direk sorgusuz sualsiz yenisini gonderdiler dusunmeden alabilirsiniz ,1
5547,iki adet aldim ekran gerektigi kaygan iyi oturuyor kirik cikti mesajla iletisim kurdum direk sorgusuz sualsiz yenisini gonderdiler dusunmeden alabilirsiniz ,1
5548,merhaba urun gayet iyi telefonuma tam oturdu insallah dustugunde ekrana zarar gelmez begendim tam istedigim ,1
5549,urun guzel ama galiba tam yapistiramadik iki noktada bosluk kaldi,1
5550,urun mukemmel bosluksuz ekrani kapliyor,1
5551,urunun uzerinde ekran koruyucu yokmus gozukuyor gayet iyi ucuz almanizi tavsiye ederim,1
5552,iphone 7 kenarlardan cok hafif bi bosluk kaliyo ama dokunmatik hassasiyeti iyi kullanilabilir,1
5553,mukemmel urun fiyata kusursuz,1
5554,guzel urun begendim,1
5555,kaliteli urun tavsiye ederim tesekkurler,1
5556,urun guzel ayni urunu 2 kez alisim memnunum fiyat olarakta uygun guzeli muhtesem pazar magzasi magzaya urununun arkasinda olup musteri memnuniyetini sagladigi cok tesekkur ederim zaman ilk onceligim olacak olan alisveris magzam ,1
5557,urun takmasi kolay fakat el izi yapiyor ekrani komple kapliyor ,1
5558,merhaba urun basarili urun tavsiye ediyorum,1
5559,urun mukemmel icinden gelen bez kolayca yapistirip kullanabilirsiniz guzel urunu uygun fiyata verdginiz tesekkurler hizli kargo kaliteli ambalaj koruma kaliteli urun tesekkurler,1
5560,urun kaliteli tasiye ederim sadece kargo gereksiz yere teslimati uzatiyor okadar ,1
5561,kaliteli urun tavsiye ederim,1
5562,urun guzel kullanisli tavsiye ederim,1
5563,guzel urun basarili,1
5564,oldukca guzel uygulamasi digerlerine gore kolay,1
5565,iz birakmiyor harika urun tavsiye ederim,1
5566,kaliteli urun duruyor biraz kalin ama rahatsizlik vermiyor icinden cikan mendili kesinlikle kullanmayin toz birakiyor ,1
5567,6s plus 7 plus iki urun aldim ancak yorumlar karismis buraya 6splus fotosu ekliyorum iyi alisverisler,1
5568,super urun eski urunu cikarip yan yana tuttum fark ortada 6s plus aldim fotosunu ekledim,1
